,Site1,Site2,Site3,Site4,Site5,Site6,Site7,Site8,Site9,Site10
55,5092.5,4759.854785097408,3871.4293492356596,4769.912634683842,2194.472034115628,5094.200424944803,5343.472493474185,3242.3123958884444,4836.0,4647.0
56,4990.382576771858,4409.610748865052,4753.367248103322,5058.904189683557,3710.8061865835643,4729.479196401392,4622.177183920248,4282.0,4780.553146918236,4637.5
57,4550.76885617944,5048.673971189275,5352.5,5412.395053213349,4334.58975736672,5092.11450000566,4896.737455973039,2808.729801368494,5030.0,4520.164214450758
58,5358.5,5112.049860277844,5390.933741020048,5638.754862343113,5081.06140385668,5843.5,5787.22717733898,3181.3638891368446,4943.79988905906,4193.636215106245
59,3948.763667859343,3558.442152240016,4083.811578404435,4736.820587611924,4740.810862925523,5668.632005351836,5153.487366964094,3623.2351924210384,4088.085548576836,3806.0695259206423
60,3245.238325164778,3964.3752731675295,4187.773871556555,5407.456077202178,5603.899618300894,5285.702543910581,5764.973227107109,3205.306513126641,3099.8671476967234,3561.3269859627944
61,5012.460514435178,3532.1602225464776,3414.4173503903867,5384.6964810602385,4971.390506770904,5453.978649443719,5088.354944647022,3083.9538112447904,4580.558786416411,3849.7174019128734
62,4406.069674945774,4319.616630828326,4521.434903479224,4914.463977857065,5025.184770009685,5264.0682090649125,5255.777924839508,2817.1261063368997,3979.0077597759646,2408.1101473982853
63,1834.7760566375778,3519.9772398356445,3570.7412385643606,3914.892353788433,3140.5730977172907,4580.567329890807,3855.326639624426,3297.6910843462824,2745.3224682054392,4722.773430332899
64,4569.359959080015,4714.520464671885,4406.036057400813,6068.0,6014.5,6077.228141419691,4246.209979182368,2397.598324532591,3059.1921040589955,4552.490795832958
65,5715.0,5567.5,4487.236093242224,5386.961397494872,3837.3075814527056,5461.427249621726,5006.99530083963,3016.737512073465,5039.360211790422,4656.987751770703
66,4006.9588095035774,3521.018098600801,5405.353706345765,5668.791528477227,4746.298585966628,5380.815399417251,5425.000164890373,1104.9093002098598,3508.289389710341,4292.38428149877
67,2824.683072681083,4160.837539373433,5330.043577946177,5750.224874948008,6186.5,5839.7847134949125,5404.614571008677,2392.1078299854194,1648.4043913953287,1336.8171688540579
68,5668.52416819134,5607.026667060069,5945.5,5841.236779906207,6317.5,5233.342467010547,5687.010366477802,0.0,3697.5634499687276,1980.1923519337715
69,5369.300265530126,5166.376137114128,5343.606129700612,5569.9039636256775,3639.4392292215016,5727.4997240334515,5725.42392445898,0.0,5207.59686769103,3931.239245317771
70,5509.487895487988,5836.0,5683.738206845124,6005.317289105896,712.7957650545068,6150.016462900291,6129.302113809797,3418.774860312333,5468.585687249407,5072.71994759995
71,6032.5,5841.0,6098.0,6404.5,6290.988134558934,6432.5,6329.28400193207,4525.413380325858,5797.5,5249.552853875943
72,6162.0,5088.031485866221,4888.916763964697,6272.106591219691,5381.918295449816,6203.725106861608,6434.521886371681,4493.541410870666,4861.906937786074,4292.313826343152
73,5096.837410246273,5622.906863921152,5866.034969868739,6039.404685185583,5712.589684409233,6634.5,5555.028053764363,3810.312961088178,5425.645703929101,2968.989785503943
74,5236.888000020161,5653.942352864798,6193.107192388368,6502.036395146985,6035.284952574773,5989.328949428496,5432.344880083119,3041.806447159148,5853.816686292623,4946.27049193619
75,5946.146970227974,5757.918228105237,6136.331640253821,6658.0,6288.50330827409,6686.5,5414.430307788218,4601.534529247802,6108.5,5305.406803688174
76,5598.05854992646,5492.972872578995,6075.928797823172,6463.119733296068,3815.8335646105234,6586.502686750262,6514.173599670161,3516.673007976822,5058.006937532205,5439.816721135607
77,5674.233891543496,4783.861839785262,4721.046396600673,4941.074006980345,4848.533986781358,5920.075942164238,5794.412542049233,4894.019933128787,5252.752738424812,5804.0
78,5524.2210359516785,5115.239271503158,4928.003496322666,5519.201410364198,4849.736114443544,5088.381182459885,4908.4525431511975,4964.784048927923,6281.5,5309.568473382835
79,5697.32004915217,5864.702450532489,4712.509877118286,5989.41742999191,5680.033572600663,5730.3207517970095,5769.1184648923045,4662.012887906331,5487.689504348464,4667.818966728159
80,5530.70780466724,5401.592895192306,5834.460934962594,6908.0,6251.853556134132,6512.131537681224,6116.225184333704,4274.8979662530255,5154.164134199451,4506.484376685201
81,6501.0,5363.220896929702,5534.526619452714,5757.342698688314,5430.465426524468,6403.891637178473,6126.029267850564,4423.451242462209,5532.444281948623,4790.85696081461
82,4609.649155442252,3032.7340176581974,4879.585158593085,6286.318477196655,5268.108127103336,6432.171873916348,6138.833404328829,4426.790192792597,5266.386572865958,4201.085873774604
83,5178.579822816557,4523.88450281121,2554.437390862092,3928.922422903291,2591.6837081280237,3783.7133989377935,3864.3119150753487,4505.867639630419,5524.5631082270975,4152.787598614793
84,5408.8099484782515,5206.744383810734,3352.0068686567743,4682.26962584703,3320.3478714107905,2973.6347089804494,4524.50064315967,2963.7388422359263,5324.694743697535,4956.756670960873
85,6467.429527219968,5896.031194256268,6516.375174463016,6659.0034354449,5890.600291491025,6304.39569055082,6094.152092520124,4892.807956017938,5903.92001299314,5862.631281399459
86,3378.8560625278324,5031.1635508608415,4187.859484169145,4693.7059357253665,3271.0017473938824,4822.764446193489,4797.650759792699,3418.3379648074006,4400.523114155064,4451.9348846294215
87,5762.792093350888,5583.149612081858,3970.9982418491636,6286.518786288997,5363.016314485227,6586.396674474577,6459.386913472739,5358.5043991756465,6682.74690870684,6056.106644070828
88,3050.1686453512502,5582.864256515719,5509.69945580009,6327.270592162086,5100.603394504873,6678.134851640614,6283.602463021453,3292.0595118590336,3644.4605439431516,3581.4375804900483
89,5544.065931555527,6414.380215433485,6680.479876428785,6919.831576972932,7092.142804955956,7122.767508501145,6992.602648065432,1143.4185771727552,5808.18691578134,4495.950954962941
90,6831.1545004617365,6501.924571088953,6317.335013786358,6453.2744593894,4328.794544430813,6910.098712741353,6951.367029671202,2724.6907088777843,6400.21452351237,4074.3948972873213
91,7217.0,6594.41868365204,6141.218142300569,5997.5374367591985,5089.068255933436,6569.082542290231,5988.847885556732,5154.952234016,6862.5,5410.745820806025
92,5312.215834392495,5970.675828304356,5923.52097791403,6149.4906029122085,5570.306960391531,5717.365589174443,6324.897892587818,5141.708825059719,5349.64063217265,4933.7323262456675
93,6444.739290310768,6176.702499056976,6368.289055404086,7272.281777049062,6713.222574415962,6328.888716075991,5715.30457202312,3530.2485807019266,6089.270250924414,4941.6892262821275
94,7030.111213410558,6126.487063009871,6272.077262453253,7210.728496905373,5604.022080804745,7451.984363614348,6887.193190388049,3240.364960666864,6468.843831023876,4230.390320877627
95,6824.643006979858,7015.5,6238.138504233848,6523.683295753281,5291.135716274553,6014.404440934546,6232.257437874225,4841.877549877348,5655.053198196734,5775.473386169377
96,7123.364437571285,7026.4589480885015,6963.398822130698,7365.563421940294,5528.811825539971,6834.284195296033,6667.039514209526,5765.812049162492,6885.415257862712,6383.648277468619
97,5629.271872482834,3782.456188862671,3419.8528555023067,5882.54305158613,3830.048064173019,6024.777102979733,6478.890305956247,5881.727699864573,6664.193059277952,6807.186202692723
98,5520.88000530758,5124.192177900516,5533.1629670919165,6934.311829398395,6001.792490354583,6613.455552269725,5945.305251356511,3913.847279388445,6511.572059153707,3859.654858726427
99,6406.28809825192,6206.8049849483505,6283.974123694366,5771.628209576757,6018.673051891808,7178.400676917702,6982.990709554134,5983.078209582823,6485.482297392555,6017.915003847884
100,7317.596242161547,6823.061666268082,6302.443488774656,7574.139981011619,7238.1538089601145,7697.141335770447,7697.5,5867.509489225598,6448.5523163506205,5448.404641945727
101,6763.387548967385,6019.371869657689,6105.260451969387,7107.502719718192,5990.055369648922,6873.894216023602,6638.448436291437,6217.396399303472,6428.975339258879,6313.6551445213245
102,5885.956210580107,3736.3226804246387,5332.5094585127135,6684.479933000811,6829.688416844961,6090.860450258143,6937.66818740282,4980.5348280815015,5330.301416153567,6113.634000783687
103,6282.8222660000565,5637.510430114833,5391.341590311181,5232.7984311736445,5315.9748997397655,6860.099123643014,6164.3041242520085,5527.246949852375,6005.11243258916,6829.198849384245
104,5320.550727952147,4490.439057343482,3468.8292929073523,2651.040326783591,3206.2070954408227,3857.3574344699355,4680.318055605548,6945.5,5556.387124828028,7110.702507998381
105,1512.218067736303,3539.7365357112067,1059.5029751505917,5248.145706192698,4512.866933331972,5969.103274124387,6932.602825250682,6745.951114070158,2978.0315444923062,3722.44690357247
106,6770.124390073994,6773.806779863087,4667.751702247817,7652.7145871399525,7692.039725304311,7825.022643604908,7436.858742794553,4766.715886994432,7233.30100686867,6010.249595137813
107,5151.2131188804815,6063.338465077984,4774.554464392726,7191.927393745406,7429.280962244835,7091.0714806774295,6433.263300617949,4832.673708792374,4779.942821995723,3323.9214869614407
108,4334.49000246459,4558.988348706081,6332.489389596469,6885.701643349431,5363.4050741299325,7751.6186924082795,7430.359540207144,3017.5009697361,2650.265106751018,1989.6197278681075
109,3696.111516855659,3480.4159933429673,5481.761112892929,7701.400058170016,3532.9655967178023,7870.412954347107,7571.345174368285,2405.504529110831,5767.30887518774,3640.3664357701364
110,6343.392610152098,7080.826445691178,6959.219961467772,7927.8688549715225,7879.0,7982.762876046887,7752.461607982442,4550.663403084097,7275.935338864398,6437.778031704087
111,7885.409456313634,7534.038804669293,7118.873243831177,7781.475153993962,7491.214541064245,7860.110794541604,7688.162048305293,7410.0,7903.5,7448.616157746382
112,7627.162071945584,7946.5,7104.804939505987,7433.757603880194,7473.556302240611,7207.82687965081,7468.391602991198,6981.34325636213,7958.5,7115.879833878698
113,6881.316993795962,7451.48060798991,7804.436186377933,6260.357287195641,6576.3748105523155,5666.710105429414,6352.533701829794,5056.896019326114,7234.989381614036,5154.048422378968
114,8053.960778050241,7919.0,7854.9876629468135,8071.974988168641,7779.087405921035,8153.567076723715,8078.5,6041.971596043368,7766.035350038941,6365.011490406696
115,7717.8776758772065,7442.398329914728,7920.0,8164.5,8064.0,8177.5,7984.280049068051,6183.924132006787,6895.0784616497995,6687.713477970745
116,8263.5,7860.5,7897.5,8249.0,7972.0,8289.0,8264.0,7236.783592571864,7885.0,7813.5
117,6499.354719780586,7155.6702327802805,7634.356689790898,8222.5,8087.5,8207.5,8115.5,4685.848214323697,7069.85442950824,7085.555801714679
118,7319.952205805494,7657.684505928582,7449.59631612724,8434.0,8244.5,8375.0,8243.0,6169.665901987919,6439.511618153397,7109.857964713563
119,8454.5,8092.5,7694.699395580318,8434.579630893673,8336.0,7922.79785531847,7748.992352512501,7386.49090607036,8252.0,8069.5
120,7965.807416944008,6815.792598571392,5681.365577066772,6844.623167886088,6419.301925824519,7252.299204935651,6715.476595255191,6758.899741006264,7751.729460803426,5989.278063505328
121,6640.507684931227,6447.846624277489,6514.998947441659,7530.871834903077,6232.045669280047,6926.006908451376,7141.293462981549,6580.273611760903,7501.724258525691,7374.584690506958
122,6607.557289305927,6283.068562704735,7155.529474300373,8074.080051534855,7426.318540338407,8319.089425306955,7933.989734111079,6218.904098050231,5842.393359328217,5851.298243015311
123,6957.043342946106,6868.290590627838,5975.429048498004,8102.480426655955,7532.9882568288,8277.77241704265,8150.486404314885,6253.415169686222,6081.100635575049,5850.72362162512
124,8588.0,8173.5,5830.946365179567,6921.734379079178,7194.776409268758,5823.816158298053,4355.9355204474805,7878.0,8436.5,8173.0
125,4801.327841549894,6142.816941622219,3937.713891432708,5946.407540522794,6763.479196185337,6387.385697397438,5522.024056798565,4052.196067693186,5688.083762434905,5536.1931180721585
126,6102.537514793023,4030.2027220319305,3014.6933369646413,6865.709322130267,4801.7492282297535,6540.562163743274,7322.32278754674,4738.979144878169,5634.849470982894,5090.194942072196
127,5284.271740726846,7081.430972503345,5689.078620833935,8664.0,8113.46368807485,8520.0,8287.5,5894.014442930958,6309.836956478267,5833.2453888791415
128,8114.734452471177,7688.372929986049,6033.525632167098,6769.355829827565,3295.543373043478,7456.669615554511,7800.72323531138,8007.0,7504.411208217127,7184.608091666712
129,6764.005645860811,7814.810439570121,8434.5,5526.482210898517,6038.180350380373,7948.726128960214,7398.27981306885,3408.9815639081617,7179.482808239172,6633.958770831069
130,2675.9493519297966,6505.404913968545,8432.288047342208,8750.5,8599.5,8645.019657678631,7770.916452698603,1197.7658864082478,2114.9923898766083,3135.0662917480277
131,7706.776795719245,7008.8136842019485,7587.286623861203,6933.165686911932,6562.045036460647,5320.2019562473315,5913.3676554789,3485.618298562663,7100.075092391146,3782.9814131819076
132,8716.0,8186.05469561582,6539.769315917581,7468.137946554358,7546.272918705894,6122.433065986794,7490.287138056036,8110.0,8557.0,7799.290583959826
133,8474.554583667625,7982.714774807722,7823.680479402167,8499.477757869907,6460.1826636294245,8768.5,8572.5,5317.00382817693,8605.0,7852.847001397831
134,8538.153896272,7923.164836424653,8033.192950308456,8703.692274157818,8363.194432816023,8678.874373993196,8111.072651381175,7273.363976282861,8093.753347260773,8404.5
135,8681.542478306275,7693.0272799034265,7470.433059517647,7891.015137287153,8065.334280452357,7214.4162143021,7853.999995849117,6791.531420970472,8300.043072918475,7485.283939097854
136,8641.199379487278,8171.9374334131735,8403.524854973715,8777.5,8354.381955121911,8638.389924041716,8202.127674599402,5125.941010246177,7252.7148912678185,6739.560398462806
137,8260.244289118356,6778.998968771275,6941.250479928034,8247.000175095014,7753.134421531342,7260.246464700558,7977.25856943689,7615.689310060159,7289.9021082310555,7797.177099206945
138,8659.486821895242,8182.798612860527,7366.429349284712,8410.147494174742,8148.4390383571,8172.173974486349,8104.080854077157,6871.782280930444,8365.629603610278,8082.034797528371
139,8741.980096234753,8693.5,8661.0,8500.320015888496,8480.992773343814,8237.34194471558,7970.49419867896,7533.88198503543,7749.048164969726,8037.166254278123
140,7185.389919102809,8050.9647016304525,7856.407929791325,8455.220671480058,7993.175456787412,8543.939622198683,8520.184753661702,6771.468086854802,8093.452302159823,7370.593273147087
141,7927.427063522571,7455.344460922734,7488.474743238606,8488.211640694379,8023.221217298211,8492.094555238884,8334.25043202411,7645.074026528768,7913.346523329047,8253.913208938686
142,8575.908720747186,8473.828062091816,7367.531176726418,8667.820410290458,7992.642721210499,5662.485963404042,6026.52853805976,7064.893359216727,8606.345374430748,8548.401701955487
143,8393.149300625426,7190.860330200878,8422.62489753268,8824.380033208956,7413.154012798919,8499.918553627851,8111.180984218419,7486.656053031819,7971.9056619577495,8279.128430941746
144,5474.5919773196465,5842.870690279131,6488.344291132704,7419.862497018314,7208.1383394266095,8909.0,8695.0,6925.918636484615,6281.249753890195,6245.609529872114
145,6816.899268273704,7406.523160102911,7907.64553704198,8495.926118680825,8217.065033906045,8787.601197863924,8503.359538850718,6174.585284250243,7390.026169375134,7169.588815956866
146,8531.870461010703,8686.5,8551.197642047106,8475.273450865398,6886.618916957034,8046.944901977344,7133.135243415387,6602.598662118228,7943.74952208328,8677.05424444124
147,5016.398100163238,5796.302127037327,6838.034784271344,8299.716249877434,6224.5720354376135,8798.889725475952,8584.85174345513,7601.954092470564,7417.799393427845,7804.447550277458
148,9016.935053577816,8126.899686042158,6204.226779741738,7904.576762577717,5308.4652339207,8734.457580245049,8427.853844198882,7500.4735384458945,8664.822793954041,7988.322127279166
149,6325.496460756953,7534.182051643018,8339.753266358426,8777.577641205788,7787.0902738149725,8698.672030617585,8347.061672300915,5498.135408427173,8525.363105423015,8024.850468028766
150,7506.581558629127,7512.613421413082,7595.874859688261,8775.263085342596,6571.992047578456,8239.19845565074,8128.595952375372,6767.5278398826285,6880.446239040906,5351.085602551973
151,9075.0,8824.65291851265,8612.21093674939,8766.172809928803,8414.115297009965,8657.39344243721,8303.009508344612,6371.7371694602225,8776.784882100548,8708.170461182342
152,8315.356536395353,7958.1656142987495,8657.157313215628,8569.979224476374,8227.818703525434,7663.321458816719,6841.506186711991,7845.026007211734,6403.111152478374,7280.777326150166
153,9185.0,8857.5,8650.555892555272,8031.561708554542,7838.684917549772,6631.094726500627,3816.7150207463865,7801.211674115493,9089.0,8944.5
154,8297.415168534051,8347.964512967312,8145.235827634671,8719.137732833684,7822.757697936444,8367.163823522716,8444.21776157785,5311.711343205376,8598.562965131305,7124.01052315849
155,8826.466286856175,8234.38061221622,6856.380059883632,8439.229547040171,7985.419607562622,9127.0,8986.218313204317,8133.8424926113585,9137.5,8598.20854730633
156,6987.81111606432,8779.0,8162.288424972456,7078.615641300787,5836.068873732679,6464.11065787328,5969.764423406792,7571.772154953025,9095.5,8431.229696004943
157,9212.0,8944.0,8121.879460621956,8824.687246183219,7675.98142757072,8578.222787854758,7617.782025889035,7017.322304829911,7690.436492120574,7397.837344371068
158,8641.356545969511,8444.52114070408,7507.44371750543,7638.205960119607,6646.101383878233,7745.881360476779,7745.626074705763,8679.0,8759.420868650353,8552.979552430274
159,7926.606031851477,7881.515833008971,8391.224107337159,8855.155424421184,7525.596937255802,8550.044453817247,8140.239404497774,7334.525391116893,7960.373390363576,8133.321568999169
160,8657.81046605153,9110.50219059466,7428.684509077399,6890.991260183053,6457.151831747393,7314.874734219817,5600.827319235466,7485.433101122095,8333.045628847378,8386.145233577805
161,7644.98951639701,7332.5056417935575,7487.173024393109,8040.976035054138,6734.224288644584,7405.392416919174,8358.442871206362,7862.13848692524,8121.79157779593,8866.155839193634
162,7692.791326925925,7458.853008100028,6768.197292038914,7028.733487216587,7439.877300899716,7475.296732525707,7578.585008675667,7210.847085844222,7069.569606280565,8201.641047049054
163,6643.769542589539,6609.942140888502,6498.011947484183,8210.40810898903,6913.6452962780095,8026.91468398611,7209.067116529393,7440.035613706361,6918.216736876061,7001.527561301031
164,7264.760254500117,6898.851375272763,8023.543695626662,8732.481549341031,8077.892835411493,8752.742739327145,8552.342413422379,6633.886379919778,7295.310672224534,7091.43776329115
165,7063.769444706675,8691.432570666184,6754.0565812026725,7656.811428412213,6778.252891290651,8262.830415320579,8655.171733058742,6767.274242104811,5855.4675129983625,6588.821245149861
166,7785.978632831476,9078.5,9059.762322819415,9368.0,8761.62120145729,9232.0,8683.364332033629,5501.0309745133345,8199.610140120905,8104.12137847625
167,7902.885678947549,8386.245257127188,9061.5,9280.5,8782.865266968189,9247.0,9016.0,7075.347146780578,7038.887109007845,7376.056014968557
168,6149.714975526925,8282.075580251574,8663.791243155203,9197.045201372088,8953.5,9159.0,8944.09429539885,6942.183383308793,7259.136454968442,5411.30619138696
169,8618.226064387247,8808.223426732686,8450.013193742046,8877.286435854083,7570.448630255063,8553.11074420944,8378.484093526149,7624.32906263992,8757.481015764759,8276.730126098486
170,0.0,6396.094698037422,6215.82686526438,8056.310278484508,7625.101875545837,8978.743181581147,9066.0,3942.8429694274546,507.58626756786,4855.115071684599
171,7163.968251496048,8193.054285428352,8688.29494485385,8947.734848245056,8281.890329629507,8970.52297035748,8759.095758210116,5168.333096893347,6898.719715752437,7190.857538592554
172,8254.945500359496,7985.808761728569,8652.405858132413,8989.207612578513,7814.3080423083165,8412.004507312857,8106.34478574242,6659.543078516979,7967.76855976445,8462.506297399399
